"year","zone","indicator","measure","value"
"2010","S01002011","Percentage Vaccinated Against Mmr By 5 Years","Ratio","87.5"
"2013","S01002011","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2011","S01002011","Percentage Vaccinated Against Mmr By 5 Years","Ratio","92.3"
"2008","S01002011","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2009","S01002011","Percentage Vaccinated Against Mmr By 5 Years","Ratio","81.8"
"2008","S01002012","Number In 5 Year Cohort","Count",7
"2009","S01002012","Number In 5 Year Cohort","Count",6
"2010","S01002012","Number In 5 Year Cohort","Count",4
"2011","S01002012","Number In 5 Year Cohort","Count",5
"2012","S01002012","Number In 5 Year Cohort","Count",9
"2013","S01002012","Number In 5 Year Cohort","Count",5
"2013","S01002012","Number Vaccinated Against MMR By 5 Years","Count",5
"2008","S01002012","Number Vaccinated Against MMR By 5 Years","Count",6
"2011","S01002012","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01002012","Number Vaccinated Against MMR By 5 Years","Count",8
"2009","S01002012","Number Vaccinated Against MMR By 5 Years","Count",5
"2010","S01002012","Number Vaccinated Against MMR By 5 Years","Count",2
"2012","S01002012","Percentage Vaccinated Against Mmr By 5 Years","Ratio","88.9"
"2010","S01002012","Percentage Vaccinated Against Mmr By 5 Years","Ratio",50
"2013","S01002012","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002012","Percentage Vaccinated Against Mmr By 5 Years","Ratio",80
"2008","S01002012","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2009","S01002012","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2008","S01002013","Number In 5 Year Cohort","Count",4
"2009","S01002013","Number In 5 Year Cohort","Count",7
"2010","S01002013","Number In 5 Year Cohort","Count",8
"2011","S01002013","Number In 5 Year Cohort","Count",8
"2012","S01002013","Number In 5 Year Cohort","Count",10
"2013","S01002013","Number In 5 Year Cohort","Count",4
"2013","S01002013","Number Vaccinated Against MMR By 5 Years","Count",4
"2008","S01002013","Number Vaccinated Against MMR By 5 Years","Count",4
"2011","S01002013","Number Vaccinated Against MMR By 5 Years","Count",8
"2012","S01002013","Number Vaccinated Against MMR By 5 Years","Count",9
"2009","S01002013","Number Vaccinated Against MMR By 5 Years","Count",7
"2010","S01002013","Number Vaccinated Against MMR By 5 Years","Count",8
"2012","S01002013","Percentage Vaccinated Against Mmr By 5 Years","Ratio",90
"2010","S01002013","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002013","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002013","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002013","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002013","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002014","Number In 5 Year Cohort","Count",2
"2009","S01002014","Number In 5 Year Cohort","Count",9
"2010","S01002014","Number In 5 Year Cohort","Count",4
"2011","S01002014","Number In 5 Year Cohort","Count",6
"2012","S01002014","Number In 5 Year Cohort","Count",8
"2013","S01002014","Number In 5 Year Cohort","Count",6
"2013","S01002014","Number Vaccinated Against MMR By 5 Years","Count",6
"2008","S01002014","Number Vaccinated Against MMR By 5 Years","Count",2
"2011","S01002014","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01002014","Number Vaccinated Against MMR By 5 Years","Count",8
"2009","S01002014","Number Vaccinated Against MMR By 5 Years","Count",9
"2010","S01002014","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01002014","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002014","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002014","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002014","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002014","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002014","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002015","Number In 5 Year Cohort","Count",8
"2009","S01002015","Number In 5 Year Cohort","Count",14
"2010","S01002015","Number In 5 Year Cohort","Count",8
"2011","S01002015","Number In 5 Year Cohort","Count",9
"2012","S01002015","Number In 5 Year Cohort","Count",7
"2013","S01002015","Number In 5 Year Cohort","Count",5
"2013","S01002015","Number Vaccinated Against MMR By 5 Years","Count",4
"2008","S01002015","Number Vaccinated Against MMR By 5 Years","Count",8
"2011","S01002015","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01002015","Number Vaccinated Against MMR By 5 Years","Count",7
"2009","S01002015","Number Vaccinated Against MMR By 5 Years","Count",14
"2010","S01002015","Number Vaccinated Against MMR By 5 Years","Count",8
"2012","S01002015","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002015","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002015","Percentage Vaccinated Against Mmr By 5 Years","Ratio",80
"2011","S01002015","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002015","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002015","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002016","Number In 5 Year Cohort","Count",3
"2009","S01002016","Number In 5 Year Cohort","Count",2
"2010","S01002016","Number In 5 Year Cohort","Count",5
"2011","S01002016","Number In 5 Year Cohort","Count",2
"2012","S01002016","Number In 5 Year Cohort","Count",6
"2013","S01002016","Number In 5 Year Cohort","Count",3
"2013","S01002016","Number Vaccinated Against MMR By 5 Years","Count",2
"2008","S01002016","Number Vaccinated Against MMR By 5 Years","Count",3
"2011","S01002016","Number Vaccinated Against MMR By 5 Years","Count",2
"2012","S01002016","Number Vaccinated Against MMR By 5 Years","Count",6
"2009","S01002016","Number Vaccinated Against MMR By 5 Years","Count",2
"2010","S01002016","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01002016","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002016","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002016","Percentage Vaccinated Against Mmr By 5 Years","Ratio","66.7"
"2011","S01002016","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002016","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002016","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002017","Number In 5 Year Cohort","Count",11
"2009","S01002017","Number In 5 Year Cohort","Count",12
"2010","S01002017","Number In 5 Year Cohort","Count",13
"2011","S01002017","Number In 5 Year Cohort","Count",3
"2012","S01002017","Number In 5 Year Cohort","Count",10
"2013","S01002017","Number In 5 Year Cohort","Count",15
"2013","S01002017","Number Vaccinated Against MMR By 5 Years","Count",15
"2008","S01002017","Number Vaccinated Against MMR By 5 Years","Count",11
"2011","S01002017","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01002017","Number Vaccinated Against MMR By 5 Years","Count",10
"2009","S01002017","Number Vaccinated Against MMR By 5 Years","Count",12
"2010","S01002017","Number Vaccinated Against MMR By 5 Years","Count",13
"2012","S01002017","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002017","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002017","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002017","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002017","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002017","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002018","Number In 5 Year Cohort","Count",9
"2009","S01002018","Number In 5 Year Cohort","Count",5
"2010","S01002018","Number In 5 Year Cohort","Count",10
"2011","S01002018","Number In 5 Year Cohort","Count",4
"2012","S01002018","Number In 5 Year Cohort","Count",5
"2013","S01002018","Number In 5 Year Cohort","Count",11
"2013","S01002018","Number Vaccinated Against MMR By 5 Years","Count",10
"2008","S01002018","Number Vaccinated Against MMR By 5 Years","Count",9
"2011","S01002018","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01002018","Number Vaccinated Against MMR By 5 Years","Count",5
"2009","S01002018","Number Vaccinated Against MMR By 5 Years","Count",4
"2010","S01002018","Number Vaccinated Against MMR By 5 Years","Count",10
"2012","S01002018","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002018","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002018","Percentage Vaccinated Against Mmr By 5 Years","Ratio","90.9"
"2011","S01002018","Percentage Vaccinated Against Mmr By 5 Years","Ratio",75
"2008","S01002018","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002018","Percentage Vaccinated Against Mmr By 5 Years","Ratio",80
"2008","S01002019","Number In 5 Year Cohort","Count",3
"2009","S01002019","Number In 5 Year Cohort","Count",3
"2010","S01002019","Number In 5 Year Cohort","Count",4
"2011","S01002019","Number In 5 Year Cohort","Count",4
"2012","S01002019","Number In 5 Year Cohort","Count",0
"2013","S01002019","Number In 5 Year Cohort","Count",5
"2013","S01002019","Number Vaccinated Against MMR By 5 Years","Count",5
"2008","S01002019","Number Vaccinated Against MMR By 5 Years","Count",2
"2011","S01002019","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01002019","Number Vaccinated Against MMR By 5 Years","Count",0
"2009","S01002019","Number Vaccinated Against MMR By 5 Years","Count",2
"2010","S01002019","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01002019","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2010","S01002019","Percentage Vaccinated Against Mmr By 5 Years","Ratio",75
"2013","S01002019","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002019","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002019","Percentage Vaccinated Against Mmr By 5 Years","Ratio","66.7"
"2009","S01002019","Percentage Vaccinated Against Mmr By 5 Years","Ratio","66.7"
"2010","S01002020","Number In 5 Year Cohort","Count",2
"2013","S01002020","Number In 5 Year Cohort","Count",0
"2011","S01002020","Number In 5 Year Cohort","Count",1
"2009","S01002020","Number In 5 Year Cohort","Count",0
"2008","S01002020","Number In 5 Year Cohort","Count",0
"2012","S01002020","Number In 5 Year Cohort","Count",0
"2008","S01002020","Number Vaccinated Against MMR By 5 Years","Count",0
"2009","S01002020","Number Vaccinated Against MMR By 5 Years","Count",0
"2010","S01002020","Number Vaccinated Against MMR By 5 Years","Count",1
"2011","S01002020","Number Vaccinated Against MMR By 5 Years","Count",1
"2012","S01002020","Number Vaccinated Against MMR By 5 Years","Count",0
"2013","S01002020","Number Vaccinated Against MMR By 5 Years","Count",0
"2009","S01002020","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2008","S01002020","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2010","S01002020","Percentage Vaccinated Against Mmr By 5 Years","Ratio",50
"2012","S01002020","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2011","S01002020","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002021","Number In 5 Year Cohort","Count",6
"2009","S01002021","Number In 5 Year Cohort","Count",7
"2010","S01002021","Number In 5 Year Cohort","Count",10
"2011","S01002021","Number In 5 Year Cohort","Count",14
"2012","S01002021","Number In 5 Year Cohort","Count",7
"2013","S01002021","Number In 5 Year Cohort","Count",6
"2013","S01002021","Number Vaccinated Against MMR By 5 Years","Count",6
"2008","S01002021","Number Vaccinated Against MMR By 5 Years","Count",6
"2011","S01002021","Number Vaccinated Against MMR By 5 Years","Count",13
"2012","S01002021","Number Vaccinated Against MMR By 5 Years","Count",6
"2009","S01002021","Number Vaccinated Against MMR By 5 Years","Count",7
"2010","S01002021","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01002021","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2010","S01002021","Percentage Vaccinated Against Mmr By 5 Years","Ratio",90
"2013","S01002021","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002021","Percentage Vaccinated Against Mmr By 5 Years","Ratio","92.9"
"2008","S01002021","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002021","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002022","Number In 5 Year Cohort","Count",6
"2009","S01002022","Number In 5 Year Cohort","Count",14
"2010","S01002022","Number In 5 Year Cohort","Count",15
"2011","S01002022","Number In 5 Year Cohort","Count",11
"2012","S01002022","Number In 5 Year Cohort","Count",19
"2013","S01002022","Number In 5 Year Cohort","Count",15
"2013","S01002022","Number Vaccinated Against MMR By 5 Years","Count",15
"2008","S01002022","Number Vaccinated Against MMR By 5 Years","Count",6
"2011","S01002022","Number Vaccinated Against MMR By 5 Years","Count",10
"2012","S01002022","Number Vaccinated Against MMR By 5 Years","Count",19
"2009","S01002022","Number Vaccinated Against MMR By 5 Years","Count",14
"2010","S01002022","Number Vaccinated Against MMR By 5 Years","Count",15
"2012","S01002022","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002022","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002022","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002022","Percentage Vaccinated Against Mmr By 5 Years","Ratio","90.9"
"2008","S01002022","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002022","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002023","Number In 5 Year Cohort","Count",5
"2009","S01002023","Number In 5 Year Cohort","Count",5
"2010","S01002023","Number In 5 Year Cohort","Count",2
"2011","S01002023","Number In 5 Year Cohort","Count",8
"2012","S01002023","Number In 5 Year Cohort","Count",6
"2013","S01002023","Number In 5 Year Cohort","Count",7
"2013","S01002023","Number Vaccinated Against MMR By 5 Years","Count",7
"2008","S01002023","Number Vaccinated Against MMR By 5 Years","Count",5
"2011","S01002023","Number Vaccinated Against MMR By 5 Years","Count",8
"2012","S01002023","Number Vaccinated Against MMR By 5 Years","Count",6
"2009","S01002023","Number Vaccinated Against MMR By 5 Years","Count",5
"2010","S01002023","Number Vaccinated Against MMR By 5 Years","Count",1
"2012","S01002023","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002023","Percentage Vaccinated Against Mmr By 5 Years","Ratio",50
"2013","S01002023","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002023","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002023","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002023","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002024","Number In 5 Year Cohort","Count",2
"2009","S01002024","Number In 5 Year Cohort","Count",4
"2010","S01002024","Number In 5 Year Cohort","Count",5
"2011","S01002024","Number In 5 Year Cohort","Count",8
"2012","S01002024","Number In 5 Year Cohort","Count",4
"2013","S01002024","Number In 5 Year Cohort","Count",10
"2013","S01002024","Number Vaccinated Against MMR By 5 Years","Count",10
"2008","S01002024","Number Vaccinated Against MMR By 5 Years","Count",2
"2011","S01002024","Number Vaccinated Against MMR By 5 Years","Count",8
"2012","S01002024","Number Vaccinated Against MMR By 5 Years","Count",4
"2009","S01002024","Number Vaccinated Against MMR By 5 Years","Count",4
"2010","S01002024","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01002024","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002024","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002024","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002024","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002024","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002024","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002025","Number In 5 Year Cohort","Count",4
"2009","S01002025","Number In 5 Year Cohort","Count",0
"2010","S01002025","Number In 5 Year Cohort","Count",3
"2011","S01002025","Number In 5 Year Cohort","Count",1
"2012","S01002025","Number In 5 Year Cohort","Count",3
"2013","S01002025","Number In 5 Year Cohort","Count",4
"2013","S01002025","Number Vaccinated Against MMR By 5 Years","Count",3
"2008","S01002025","Number Vaccinated Against MMR By 5 Years","Count",3
"2011","S01002025","Number Vaccinated Against MMR By 5 Years","Count",1
"2012","S01002025","Number Vaccinated Against MMR By 5 Years","Count",3
"2009","S01002025","Number Vaccinated Against MMR By 5 Years","Count",0
"2010","S01002025","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01002025","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002025","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002025","Percentage Vaccinated Against Mmr By 5 Years","Ratio",75
"2011","S01002025","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002025","Percentage Vaccinated Against Mmr By 5 Years","Ratio",75
"2009","S01002025","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2008","S01002026","Number In 5 Year Cohort","Count",11
"2009","S01002026","Number In 5 Year Cohort","Count",8
"2010","S01002026","Number In 5 Year Cohort","Count",5
"2011","S01002026","Number In 5 Year Cohort","Count",6
"2012","S01002026","Number In 5 Year Cohort","Count",8
"2013","S01002026","Number In 5 Year Cohort","Count",2
"2013","S01002026","Number Vaccinated Against MMR By 5 Years","Count",2
"2008","S01002026","Number Vaccinated Against MMR By 5 Years","Count",11
"2011","S01002026","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01002026","Number Vaccinated Against MMR By 5 Years","Count",8
"2009","S01002026","Number Vaccinated Against MMR By 5 Years","Count",8
"2010","S01002026","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01002026","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002026","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002026","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002026","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002026","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002026","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002027","Number In 5 Year Cohort","Count",2
"2009","S01002027","Number In 5 Year Cohort","Count",3
"2010","S01002027","Number In 5 Year Cohort","Count",2
"2011","S01002027","Number In 5 Year Cohort","Count",2
"2012","S01002027","Number In 5 Year Cohort","Count",1
"2013","S01002027","Number In 5 Year Cohort","Count",3
"2013","S01002027","Number Vaccinated Against MMR By 5 Years","Count",3
"2008","S01002027","Number Vaccinated Against MMR By 5 Years","Count",2
"2011","S01002027","Number Vaccinated Against MMR By 5 Years","Count",2
"2012","S01002027","Number Vaccinated Against MMR By 5 Years","Count",0
"2009","S01002027","Number Vaccinated Against MMR By 5 Years","Count",2
"2010","S01002027","Number Vaccinated Against MMR By 5 Years","Count",2
"2012","S01002027","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2010","S01002027","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002027","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002027","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002027","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002027","Percentage Vaccinated Against Mmr By 5 Years","Ratio","66.7"
"2008","S01002028","Number In 5 Year Cohort","Count",6
"2009","S01002028","Number In 5 Year Cohort","Count",6
"2010","S01002028","Number In 5 Year Cohort","Count",4
"2011","S01002028","Number In 5 Year Cohort","Count",1
"2012","S01002028","Number In 5 Year Cohort","Count",5
"2013","S01002028","Number In 5 Year Cohort","Count",1
"2013","S01002028","Number Vaccinated Against MMR By 5 Years","Count",1
"2008","S01002028","Number Vaccinated Against MMR By 5 Years","Count",6
"2011","S01002028","Number Vaccinated Against MMR By 5 Years","Count",1
"2012","S01002028","Number Vaccinated Against MMR By 5 Years","Count",5
"2009","S01002028","Number Vaccinated Against MMR By 5 Years","Count",5
"2010","S01002028","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01002028","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002028","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002028","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002028","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002028","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002028","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2008","S01002029","Number In 5 Year Cohort","Count",2
"2009","S01002029","Number In 5 Year Cohort","Count",3
"2010","S01002029","Number In 5 Year Cohort","Count",5
"2011","S01002029","Number In 5 Year Cohort","Count",3
"2012","S01002029","Number In 5 Year Cohort","Count",0
"2013","S01002029","Number In 5 Year Cohort","Count",5
"2013","S01002029","Number Vaccinated Against MMR By 5 Years","Count",4
"2008","S01002029","Number Vaccinated Against MMR By 5 Years","Count",1
"2011","S01002029","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01002029","Number Vaccinated Against MMR By 5 Years","Count",0
"2009","S01002029","Number Vaccinated Against MMR By 5 Years","Count",1
"2010","S01002029","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01002029","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2010","S01002029","Percentage Vaccinated Against Mmr By 5 Years","Ratio",80
"2013","S01002029","Percentage Vaccinated Against Mmr By 5 Years","Ratio",80
"2011","S01002029","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002029","Percentage Vaccinated Against Mmr By 5 Years","Ratio",50
"2009","S01002029","Percentage Vaccinated Against Mmr By 5 Years","Ratio","33.3"
"2008","S01002030","Number In 5 Year Cohort","Count",0
"2009","S01002030","Number In 5 Year Cohort","Count",1
"2010","S01002030","Number In 5 Year Cohort","Count",4
"2011","S01002030","Number In 5 Year Cohort","Count",1
"2012","S01002030","Number In 5 Year Cohort","Count",4
"2013","S01002030","Number In 5 Year Cohort","Count",4
"2013","S01002030","Number Vaccinated Against MMR By 5 Years","Count",4
"2008","S01002030","Number Vaccinated Against MMR By 5 Years","Count",0
"2011","S01002030","Number Vaccinated Against MMR By 5 Years","Count",1
"2012","S01002030","Number Vaccinated Against MMR By 5 Years","Count",4
"2009","S01002030","Number Vaccinated Against MMR By 5 Years","Count",1
"2010","S01002030","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01002030","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002030","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002030","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002030","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002030","Percentage Vaccinated Against Mmr By 5 Years","Ratio",0
"2009","S01002030","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002031","Number In 5 Year Cohort","Count",2
"2009","S01002031","Number In 5 Year Cohort","Count",3
"2010","S01002031","Number In 5 Year Cohort","Count",1
"2011","S01002031","Number In 5 Year Cohort","Count",5
"2012","S01002031","Number In 5 Year Cohort","Count",4
"2013","S01002031","Number In 5 Year Cohort","Count",3
"2013","S01002031","Number Vaccinated Against MMR By 5 Years","Count",3
"2008","S01002031","Number Vaccinated Against MMR By 5 Years","Count",2
"2011","S01002031","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01002031","Number Vaccinated Against MMR By 5 Years","Count",3
"2009","S01002031","Number Vaccinated Against MMR By 5 Years","Count",3
"2010","S01002031","Number Vaccinated Against MMR By 5 Years","Count",1
"2012","S01002031","Percentage Vaccinated Against Mmr By 5 Years","Ratio",75
"2010","S01002031","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002031","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002031","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002031","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002031","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002032","Number In 5 Year Cohort","Count",6
"2009","S01002032","Number In 5 Year Cohort","Count",6
"2010","S01002032","Number In 5 Year Cohort","Count",6
"2011","S01002032","Number In 5 Year Cohort","Count",3
"2012","S01002032","Number In 5 Year Cohort","Count",5
"2013","S01002032","Number In 5 Year Cohort","Count",4
"2013","S01002032","Number Vaccinated Against MMR By 5 Years","Count",3
"2008","S01002032","Number Vaccinated Against MMR By 5 Years","Count",6
"2011","S01002032","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01002032","Number Vaccinated Against MMR By 5 Years","Count",5
"2009","S01002032","Number Vaccinated Against MMR By 5 Years","Count",5
"2010","S01002032","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01002032","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002032","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002032","Percentage Vaccinated Against Mmr By 5 Years","Ratio",75
"2011","S01002032","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002032","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002032","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2008","S01002033","Number In 5 Year Cohort","Count",1
"2009","S01002033","Number In 5 Year Cohort","Count",2
"2010","S01002033","Number In 5 Year Cohort","Count",1
"2011","S01002033","Number In 5 Year Cohort","Count",3
"2012","S01002033","Number In 5 Year Cohort","Count",4
"2013","S01002033","Number In 5 Year Cohort","Count",3
"2013","S01002033","Number Vaccinated Against MMR By 5 Years","Count",3
"2008","S01002033","Number Vaccinated Against MMR By 5 Years","Count",1
"2011","S01002033","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01002033","Number Vaccinated Against MMR By 5 Years","Count",4
"2009","S01002033","Number Vaccinated Against MMR By 5 Years","Count",2
"2010","S01002033","Number Vaccinated Against MMR By 5 Years","Count",1
"2012","S01002033","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002033","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01002033","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01002033","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002033","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01002033","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002034","Number In 5 Year Cohort","Count",2
"2009","S01002034","Number In 5 Year Cohort","Count",3
"2010","S01002034","Number In 5 Year Cohort","Count",8
"2011","S01002034","Number In 5 Year Cohort","Count",5
"2012","S01002034","Number In 5 Year Cohort","Count",8
"2013","S01002034","Number In 5 Year Cohort","Count",5
"2013","S01002034","Number Vaccinated Against MMR By 5 Years","Count",4
"2008","S01002034","Number Vaccinated Against MMR By 5 Years","Count",1
"2011","S01002034","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01002034","Number Vaccinated Against MMR By 5 Years","Count",8
"2009","S01002034","Number Vaccinated Against MMR By 5 Years","Count",3
"2010","S01002034","Number Vaccinated Against MMR By 5 Years","Count",7
"2012","S01002034","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01002034","Percentage Vaccinated Against Mmr By 5 Years","Ratio","87.5"
"2013","S01002034","Percentage Vaccinated Against Mmr By 5 Years","Ratio",80
"2011","S01002034","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01002034","Percentage Vaccinated Against Mmr By 5 Years","Ratio",50
